Serial Number,Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating
421,Fresh Dressed,English,6.6,1 h 22 min,2015,18+
422,Young @ Heart,English,None,1 h 43 min,2007,13+
423,Journey 2: The Mysterious Island,Hindi,5.8,1 h 34 min,2012,All
424,Mantra Shakti - Telugu,Telugu,None,1 h 57 min,2002,NR
425,Bhuvana Sundari Katha,Telugu,5.5,2 h 35 min,None,NR
426,Lift,Bengali,None,20min,2018,13+
427,Man on a Ledge,English,6.6,1 h 42 min,2012,13+
428,Slovo House,English,8.1,1 h 21 min,2020,13+
429,The Nest of the Cuckoo Birds,English,5.2,1 h 22 min,None,NR
430,Jab Jab Phool Khile,Hindi,7,2 h 24 min,None,All
431,Al Mallu,Malayalam,4.1,2 h 8 min,2020,All
432,Upstream Color,English,6.7,1 h 36 min,2013,13+
433,Desh Re Joya Dada Pardesh Joya,Gujarati,7.4,2 h 44 min,1998,All
434,Rush Hour 2,Hindi,6.6,1 h 30 min,2001,18+
435,Adhipathi,Telugu,5.4,2 h 31 min,2001,NR
436,Bangaru Bullodu,Telugu,5.7,2 h 33 min,1993,All
437,Is the Village Dying?,English,None,49min,2020,13+
438,Paattinte Palazhy,Malayalam,4.4,2 h 10 min,2010,All
439,Oohalu Gusagusalade,Telugu,7.7,2 h 11 min,2014,All
440,Deck the Halls,English,5,1 h 32 min,2006,13+
441,Aithe 2.0,Telugu,None,2 h 2 min,2018,18+
442,Fera Feri Hera Pheri,Gujarati,7.4,2 h 23 min,2018,13+
443,Sagar Sangame,Bengali,None,1 h 43 min,2017,13+
444,Lechmi,Malayalam,4.9,2 h 29 min,2017,18+
445,Anthony Kaun Hai,Hindi,5.2,2 h 2 min,2006,13+
446,A Call to Spy,Hindi,6.3,2 h 4 min,2020,16+
447,Astro Boy,English,6.3,1 h 33 min,2009,7+
448,How The Earth Became Round,English,None,1h,2019,13+
449,Danga,Bengali,None,2 h 27 min,1994,NR
450,Utsargo,Bengali,None,1 h 31 min,1983,NR
451,Born To Race : Fast Track,Hindi,5.3,1 h 37 min,2014,16+
452,Mantra Shakti - Bengali,Bengali,None,1 h 43 min,None,NR
453,Kempe Gowda,Kannada,7.1,2 h 20 min,2011,NR
454,The Prince and Me,English,5.9,1 h 50 min,2004,7+
455,Har Har Byomkesh,Bengali,6.8,1 h 53 min,2017,13+
456,Dilliwala Rajakumaran,Malayalam,5.9,1 h 48 min,1996,NR
457,Bombhaat,Telugu,6.4,2 h 12 min,2020,16+
458,Sudhu Tomaree Pratiksha,Bengali,None,1 h 46 min,2018,13+
459,Sadhuram 2,Tamil,6.8,1 h 32 min,2016,13+
460,Chakra,Bengali,8.7,2 h 2 min,2006,NR
461,Just a Sigh,English,6.4,1 h 40 min,2013,7+
462,Priyuralu Pilichindi,Telugu,None,2 h 37 min,2000,All
463,Nil Battey Sannata,Hindi,8.3,1 h 44 min,2016,NR
464,Goraay Gondogol,Bengali,None,2 h 34 min,2018,13+
465,The Raid: Redemption,Telugu,7.6,1 h 37 min,2012,18+
466,Final Destination 5,Telugu,5.8,1 h 31 min,2011,18+
467,Skaters & Thieves,English,None,23min,2020,13+
468,The Courier,Tamil,4.8,1 h 39 min,2019,18+
469,Daredevil,English,5.3,1 h 43 min,2003,18+
470,It Felt Like Love,English,5.7,1 h 22 min,2013,NR
471,High School 2,Telugu,5.4,1 h 45 min,2011,NR
472,Surya,Bengali,5.7,2 h 21 min,2017,13+
473,The Closed Door,Hindi,None,1 h 51 min,2014,NR
474,Boss,Bengali,None,2 h 17 min,2019,13+
475,Journey,Kannada,6.3,2h,2011,NR
476,Dora And The Lost City Of Gold,English,6.1,1 h 42 min,2019,7+
477,Royal Bengal Rahasya,Bengali,7.2,1 h 47 min,2017,13+
478,Taraana,Hindi,None,1 h 51 min,1979,NR
479,Mantra – Sounds of Silence,English,None,57min,2019,13+
480,Yogi,Kannada,None,2 h 22 min,2009,13+
481,Ubiquity,English,6.6,55min,2020,13+
482,Superman Returns,Tamil,6,2 h 34 min,2006,All
483,Hashi Khushi Club,Bengali,None,1 h 55 min,2009,All
484,Chokher Bali,Bengali,7,2 h 29 min,2003,13+
485,Clash Of The Titans,English,5.8,1 h 46 min,2010,13+
486,Jhoothi Shaan,Hindi,5.2,2 h 19 min,1991,NR
487,Khabardar,Marathi,6.9,2 h 30 mins,2005,All
488,Hero No. 1,Hindi,6.1,2 h 10 min,1997,NR
489,Churchill,English,6.1,1 h 44 min,2017,16+
490,Thaai Pirandhaal,Tamil,None,2 h 18 min,1974,NR
491,Marte Dam Tak,Hindi,4.8,2 h 5 min,1987,All
492,Bade Miyan Chote Miyan,Hindi,None,2 h 18 min,1988,NR
493,Abhoyer Biye,Bengali,6.2,2 h 7 min,2017,13+
494,Anhonee,Hindi,7.2,2 h 7 min,1972,All
495,Sullu,Malayalam,6.6,1 h 42 min,2019,All
496,City Of Gold - Mumbai 1982,Hindi,6.8,2 h 24 min,2010,13+
497,Devdas,Bengali,7.6,2 h 20 min,2005,All
498,Odeya,Kannada,4.4,2 h 42 min,2019,13+
499,Bal Ganesh Part II,Hindi,6.8,1 h 13 min,2009,All
500,The White Haired Witch Of Lunar Kingdom,Hindi,5.4,1 h 39 min,2016,13+
501,Khud-Daar,Hindi,6.9,2 h 43 min,1982,All
502,Naach Nagini Naach Re,Bengali,5.7,2 h 37 min,2017,13+
503,Contract To Kill,Tamil,3.4,1 h 28 min,2016,13+
504,And Soon the Darkness,English,5.2,1 h 31 min,2010,18+
505,Shakti,Telugu,None,2 h 48 min,2011,18+
506,Fogo,English,None,1 h 1 min,2012,NR
507,Oram Po,Tamil,6.7,1 h 49 min,2007,All
508,Raja Babu,Bengali,6.3,2 h 45 min,2017,13+
509,Dharani Mandala Madhyadolage,Kannada,7.5,2 h 26 min,1983,NR
510,Shakthi Yukthi,Kannada,None,1 h 42 min,1992,NR
511,Guru Dakshina,Bengali,7.2,2 h 26 min,2017,13+
512,Rojulu Marayi (New),Telugu,5.8,2 h 11 min,2016,13+
513,Black and Blue,English,6.4,1 h 47 min,2019,18+
514,The Warrior's Way,English,6.3,1 h 36 min,2010,18+
515,Navri Mile Navryala,Marathi,7.6,2 h 22 mins,1984,All
516,Suhaagan,Hindi,6.1,2 h 24 min,1986,All
517,Lovers,Telugu,None,2 h 2 min,2014,13+
518,Chitralahari,Telugu,7.1,1 h 59 min,2019,All
519,Art of Darkness,English,3.2,1 h 25 min,2020,13+
520,Bobbili Dora,Telugu,None,2 h 3 min,1997,NR
521,6 - 5  2,Hindi,4.2,1 h 43 min,2014,13+
522,Tahaan,Hindi,7.1,1 h 34 min,2008,All
523,Premalayam,Telugu,None,3 h 4 min,1994,All
524,Aatishbaazi Ishq,Punjabi,5.4,2 h 25 mins,2016,13+
525,Resident Evil: Extinction,English,6.3,1 h 34 min,2007,18+
526,Harry Potter and the Chamber of Secrets,English,7.4,2 h 40 min,2002,All
527,Aanandam,Malayalam,7.2,1 h 58 min,2016,All
528,Kaiyethum Doorath,Malayalam,3.4,2 h 26 min,2002,NR
529,Talaash - The Hunt Begins,Hindi,4.7,2 h 32 min,2003,13+
530,Cappuccino,Marathi,5.4,2 h 2 mins,2014,All
531,Western Stars,English,7.5,1 h 23 min,2019,13+
532,Enakku 20 Unakku 18,Tamil,5.3,2 h 37 min,2003,13+
533,Waqt,Hindi,7.8,2 h 12 min,None,All
534,Sawaal,Kannada,6.1,1 h 58 min,2014,NR
535,Fighting Is From The Sea,English,None,1 h 26 min,2020,13+
536,Born To Race : Fast Track,Marathi,5.3,1 h 37 mins,2014,16+
537,The Lodge,Telugu,6.1,1 h 48 min,2020,18+
538,Aase Abhilashe,Kannada,None,1 h 31 min,2000,NR
539,Driven to Kill,English,5.1,1 h 38 min,2009,18+
540,Jagadeka Veeruni Katha,Telugu,7.8,2 h 52 min,None,All
541,Antim Swash Sundar,Bengali,5.7,1 h 43 min,2010,NR
542,Badlapur,Hindi,7.4,2 h 14 min,2015,NR
543,"An American Girl Story: Summer Camp, Friends For Life [Ultra HD]",English,6.4,32min,2017,All
544,Dreams,Tamil,5.5,2 h 29 min,2004,13+
545,Lucy,English,6.4,1 h 29 min,2014,18+
546,Kurra Chestalu,Telugu,None,2 h 26 min,1994,NR
547,Pita Putra,Bengali,None,2 h 9 min,None,NR
548,10 Kalpanakal,Malayalam,5.8,2 h 3 min,2016,13+
549,The Trip to Bountiful,English,7.5,1 h 47 min,1985,7+
550,Humraaz,Hindi,6.4,2 h 46 min,2002,13+
551,Dead Drop,Hindi,None,1 h 26 min,2013,NR
552,Sathi Amaar Bondhu Amar,Bengali,None,2 h 14 min,2017,13+
553,Varaprasadham,Tamil,None,2 h 27 min,1976,NR
554,The Little Traitor,English,7,1 h 29 min,2009,13+
555,Bad Boys,Hindi,6.9,1 h 58 min,1995,13+
556,Aadi Lakshmi Puraana,Kannada,6.4,2 h 1 min,2019,13+
557,Royal Deceit,English,5.6,1 h 47 min,1994,18+
558,GIRGITLE,Kannada,6.4,2 h 26 min,2019,18+
559,Overcomer,English,6.7,1 h 59 min,2019,7+
560,Desaadanam,Malayalam,7.2,2 h 10 min,1996,All
561,Blue Moon,Kannada,7.7,1 h 49 min,2013,NR
562,Kala Bazaar,Hindi,5.5,2 h 24 min,1989,All
563,Debdoot,Bengali,None,2 h 31 min,2017,13+
564,Bojhena Shey Bojhena,Bengali,7.6,2 h 20 min,2018,13+
565,Raja Rishi Viswamithrudu,Telugu,None,2 h 24 min,1985,NR
566,Men in Black,Hindi,7.3,1 h 37 min,1997,13+
567,Vinci Da,Bengali,7.3,1 h 53 min,2019,16+
568,Benedictine Monastery in Abu Ghosh,English,None,26min,2020,13+
569,The Upside,English,7,2 h 5 min,2019,16+
570,Aakhri Deal,Hindi,None,1 h 39 min,2013,NR
571,Noni Gopaler Biye,Bengali,None,2 h 2 min,1973,NR
572,Kelor Kirti,Bengali,4.2,2 h 33 min,2017,13+
573,Fidaa,Bengali,4.9,2 h 26 min,2018,13+
574,War (Hindi),Hindi,6.5,2 h 31 min,2019,13+
575,Anveshanam,Malayalam,6,1 h 39 min,2020,All
576,The Defender,Bengali,4.9,1 h 27 min,2004,18+
577,PlayMe Burlesque,English,5.8,50min,2019,13+
578,Kareeb,Hindi,6.5,2 h 28 min,1998,All
579,Sex and Broadcasting,English,6.8,1 h 18 min,2014,NR
580,Middle Class Melodies,Telugu,7.7,2 h 15 min,2020,16+
581,Arcadia,English,None,1 h 31 min,2012,16+
582,Ji Chahta Hai,Hindi,5.9,1 h 39 min,None,NR
583,Don't Breathe,English,7.1,1 h 28 min,2016,18+
584,Appudala Ippudila,Telugu,None,2 h 11 min,2016,All
585,Banglar Bodhu,Bengali,None,2 h 39 min,1998,NR
586,Oru Maravathoor Kanavu,Malayalam,6.9,2 h 11 min,1998,All
587,Adimurai,Kannada,5.7,2 h 20 min,2020,All
588,Second Best,English,6.8,1 h 45 min,1994,13+
589,Yaare Neenu Cheluve,Kannada,8,2 h 20 min,1998,13+
590,Ghawre Bairey Aaj,Bengali,6.3,2 h 13 min,2019,16+
591,The Incredible Hulk,Hindi,6.7,1 h 52 min,2008,13+
592,Onnum Mindatha Bharya,Malayalam,None,2 h 24 min,1984,NR
593,Anokha Milan,Hindi,6.3,2 h 5 min,1972,NR
594,Dekh Kemon Lage,Bengali,4.3,2 h 18 min,2018,13+
595,Australia on Fire,English,None,57min,2020,13+
596,Bermuda Tentacles ( English ),English,3.5,1 h 25 min,2014,All
597,Pathey Holo Deri,Bengali,7.8,2 h 5 min,None,NR
598,Amish Grace,English,7.1,1 h 28 min,2010,13+
599,Theeran Adhigaaram Ondru,Tamil,8.2,2 h 36 min,2017,13+
600,Thayiya Madilalli,Kannada,None,2 h 33 min,1981,NR
601,Harry Potter and the Deathly Hallows: Part 1,English,7.7,2 h 26 min,2010,13+
602,Winner,Tamil,6.3,2 h 25 min,2003,13+
603,Another 48 Hrs.,English,5.9,1 h 35 min,1990,18+
604,Aruvi,Tamil,8.5,2 h 10 min,2017,13+
605,Malibu Shark Attack,Telugu,3.2,1 h 26 min,2009,18+
606,Chakravarthy,Tamil,7,2 h 14 min,1995,NR
607,Phuntroo,Marathi,5.5,2 h 10 mins,2016,NR
608,Shah Jahan Regency,Bengali,6.5,2 h 33 min,2019,13+
609,Bakrid,Tamil,7.3,1 h 58 min,2019,All
610,Bindur Chheley,Bengali,None,1 h 49 min,1973,NR
611,Jumper,English,6.1,1 h 28 min,2008,13+
612,Aradhana,Hindi,7.6,2 h 38 min,None,All
613,Suraj,Hindi,6.7,2 h 42 min,None,All
614,Yevadu,Telugu,5.6,2 h 45 min,2014,13+
615,Badaltey Rishtey,Hindi,6.8,2 h 16 min,1978,All
616,Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,Punjabi,6.5,2 h 33 mins,2012,All
617,Thudarkadha,Malayalam,6.5,2 h 21 min,1991,NR
618,"The Cat, the Reverend and the Slave",English,7.3,1 h 19 min,2009,NR
619,Mahanagar @ Kolkata,Bengali,None,1 h 37 min,2017,13+
620,Avane Srimannarayana,Kannada,7.9,3 h 3 min,2019,13+
621,Mortal Kombat Legends: Scorpion's Revenge,English,7.4,1 h 19 min,2020,18+
622,Vellai Pookal,Tamil,7.2,2h,2019,13+
623,Palace of Silents: The Silent Movie Theatre in Los Angeles,English,None,1 h 16 min,2010,NR
624,Hera Pheri,Hindi,8.2,2 h 13 min,2000,7+
625,Paarthale Paravasam,Tamil,5.4,2 h 26 min,2001,13+
626,Perumazhakkalam,Malayalam,7.1,1 h 51 min,2004,All
627,Mana Mecchida Madadi,Kannada,7.6,2 h 37 min,1963,NR
628,Dry Day,Hindi,None,6min,2017,All
629,Super Sketch,Telugu,6.8,1 h 59 min,2018,18+
630,Tasher Ghawr,Bengali,6,47min,2020,13+
631,Tyagi,Hindi,5.1,2 h 16 min,1992,All
632,Mumbai Matinee,Hindi,5.2,1 h 55 min,2003,13+
633,Imaikkaa Nodigal,Tamil,7.4,2 h 48 min,2018,16+
634,The Legend of Tarzan,Hindi,6.2,1 h 49 min,2016,13+
635,Pati Parameshwar,Bengali,4.6,2 h 11 min,2014,All
636,Chinna Chinna Tappulu,Telugu,None,1 h 10 min,2002,NR
637,Deewane,Hindi,4.7,2 h 40 min,2000,13+
638,Makalkku,Malayalam,6.7,1 h 32 min,2005,All
639,Preetivaatsalya,Kannada,None,2 h 22 min,1984,NR
640,Givenchy: A Star is Born,English,None,24min,2020,13+
641,Flight 192,English,5,1 h 25 min,2016,16+
642,Ta Ra Rum Pum,Hindi,5.6,2 h 35 min,2007,All
643,Anand,Hindi,8.4,1 h 56 min,1970,All
644,"Karl Lagerfeld, The Kaiser of Fashion",English,None,44min,2020,13+
645,Ente Ummante Peru,Malayalam,6.7,2 h 8 min,2018,13+
646,Rajoo Dada,Hindi,3.8,2 h 5 min,1992,NR
647,Birds of Prey,English,6.1,1 h 48 min,2020,18+
648,Dwelling in Travelling,English,None,1 h 7 min,2020,13+
649,Premaanuraagam,Telugu,None,2 h 49 min,1999,All
650,Rhythm,Tamil,7.5,2 h 21 min,2000,All
651,Red Dragon,English,7.2,2 h 4 min,2002,18+
652,Rajdanda,Bengali,None,2 h 12 min,2017,13+
653,Refugee,Bengali,4.9,2 h 35 min,2017,13+
654,Take One,Bengali,5.1,1 h 37 min,2014,NR
655,Pramukhan,Malayalam,None,2 h 3 min,2009,NR
656,Alexander The Great,Malayalam,5.8,2 h 24 min,2010,NR
657,Arishina Kumkuma - 1996,Kannada,None,2 h 38 min,1996,NR
658,Tejaswini - Kannada,Kannada,None,2 h 13 min,1996,NR
659,Thousand Oru Note Paranja Katha,Malayalam,2,2 h 9 min,2015,All
660,Saaho (Telugu),Telugu,5.2,2 h 49 min,2019,13+
661,Thallana,Kannada,6.6,1 h 49 min,2013,All
662,Adam Resurrected,English,6.3,1 h 46 min,2008,16+
663,Iniyum Kadha Thudarum,Malayalam,7,2 h 19 min,1985,NR
664,Adhikar - Bengali,Bengali,None,2 h 29 min,1992,NR
665,Men in Black II,English,6.2,1 h 28 min,2002,16+
666,Khwab,Hindi,6,2 h 13 min,1980,All
667,Chandramukhi,Telugu,7.1,1 h 22 min,1990,NR
668,Little Women,Telugu,7.8,2 h 14 min,2019,All
669,LIFE STORIES,English,None,57min,2020,13+
670,Bioscope,Marathi,5.8,2 h 11 mins,2015,13+
671,Ahankaar,Hindi,5.9,2 h 35 min,1995,All
672,Aflatoon,Hindi,4.6,2 h 27 min,1997,13+
673,Kaly,Malayalam,5.3,2 h 33 min,2018,All
674,Pail Te Sumbaran,Marathi,8,2 h 9 mins,2009,13+
675,Munthanai Mudichu,Tamil,6.9,2 h 30 min,1983,18+
676,Baap Numbri Beta Dus Numbri,Hindi,6,2 h 26 min,1990,13+
677,Gringo,Telugu,6.1,1 h 46 min,2018,16+
678,Asehi Ekada Vhave,Marathi,7,1 h 59 mins,2018,NR
679,Chhutti Jashe Chhakka,Gujarati,None,2 h 28 min,2018,13+
680,Laal Kuthi,Bengali,None,2 h 3 min,2017,13+
681,The Goldfinch,English,6.3,2 h 29 min,2019,18+
682,Bazzimaat,Bengali,5.6,2 h 38 min,2008,NR
683,Donnie Darko,English,8,1 h 53 min,2001,18+
684,Nuclear 2.0,English,None,48min,2020,13+
685,The Bag Man,English,5.2,1 h 44 min,2014,18+
686,Silencer,Malayalam,8.1,1 h 44 min,2020,All
687,"Spring Night, Summer Night",English,None,1 h 23 min,None,18+
688,The Smurfs 2,Tamil,5.3,1 h 44 min,2013,7+
689,Ghar Sansar,Bengali,None,2 h 33 min,1993,NR
690,Chambal,Kannada,7.4,1 h 49 min,2019,13+
691,Hello Brother,Hindi,4.7,2 h 8 min,1999,13+
692,Prince,Hindi,4.2,2 h 9 min,2010,13+
693,Sudhu Ekti Bachhar,Bengali,None,2 h 14 min,None,NR
694,Kodipunju,Telugu,None,2 h 17 min,2011,16+
695,Mumbhai Connection,Hindi,5.2,1 h 28 min,2014,NR
696,Wish You Happy Breakup,Telugu,7.4,1 h 45 min,2016,13+
697,Dumb and Dumber To,English,5.6,1 h 44 min,2014,18+
698,Minugurulu,Kannada,7.5,1 h 57 min,2014,13+
699,American Pie 2,English,6.4,1 h 44 min,2001,13+
700,A Dark Room,English,9.4,52min,2020,13+
701,Khajoor Pe Atke,Hindi,5.6,1 h 58 min,2018,NR
702,"Liar, Liar",English,6.9,1 h 26 min,1997,16+
703,Uriyadi,Tamil,8,1 h 30 min,2016,18+
704,Black Magic,English,None,1 h 45 min,None,13+
705,The Lift,English,4.6,1 h 10 min,2020,16+
706,Resident Evil: Apocalypse,English,6.2,1 h 33 min,2004,18+
707,Maryada Ramanna,Telugu,7.4,2 h 10 min,2010,All
708,Krishna Bhakta Sudama,Bengali,None,1 h 32 min,1988,NR
709,Mahanati (Malayalam),Malayalam,8.5,2 h 46 min,2018,All
710,Percy,English,6.7,2 h 3 min,1989,NR
711,Kavi,Bengali,6.9,2 h 4 min,None,NR
712,Legend Of Buddha,Hindi,6.6,1 h 27 min,2004,All
713,Luv Ka The End,Hindi,4.8,1 h 46 min,2011,13+
714,Waqt Ki Awaz,Hindi,6.3,2 h 36 min,1988,18+
715,Unhinged,Hindi,6,1 h 30 min,2020,18+
716,Sapnay,Hindi,7,2 h 22 min,1997,All
717,Kickboxer: Retaliation,English,5,1 h 50 min,2018,18+
718,Bhalobasa Bhalobasa,Bengali,7.1,2 h 19 min,2017,13+
719,Sri Sri Ramkrishna Kathamrita,Bengali,None,2 h 2 min,1982,NR
720,One Good Turn,English,5.2,1 h 28 min,1996,18+
721,The Incredible Hulk,English,6.7,1 h 52 min,2008,13+
722,Tommy,Telugu,6.6,1 h 45 min,2015,All
723,Megh Kalo,Bengali,7.2,1 h 49 min,None,NR
724,Amma Cheppindhi,Telugu,7.2,2 h 22 min,2006,13+
725,Salt and Fire,English,4.2,1 h 37 min,2017,16+
726,Shelter,English,6.5,50min,2019,13+
727,Welcome Back,Hindi,4.2,2 h 28 min,2015,NR
728,The Don,Malayalam,4.2,2 h 13 min,2006,18+
729,Anacondas: The Hunt for the Blood Orchid,Hindi,4.7,1 h 36 min,2004,16+
730,Baa Nanna Preethisu,Kannada,None,2 h 8 min,1992,NR
731,Aborto,Bengali,6,1 h 51 min,2018,13+
732,Karthikeya,Telugu,7.4,1 h 54 min,2014,13+
733,M Cream,Hindi,5.6,1 h 56 min,2014,18+
734,7 1/2 Phere - More Than A Wedding,Hindi,5.3,2 h 12 min,2005,All
735,Kotha Bangaru Lokam,Telugu,6.9,2 h 29 min,2008,All
736,Allari Police,Telugu,5.1,2 h 21 min,1994,NR
737,Nagordola,Bengali,7.5,2 h 24 min,2019,13+
738,Scenes from Allen’s Last Three Days on Earth as a Spirit,English,None,1 h 5 min,1997,NR
739,Agni Pariksha,Bengali,None,2 h 16 min,None,NR
740,Who Cares,English,5.3,1 h 19 min,2020,13+
741,Girlz,Marathi,4.3,2 h 14 mins,2019,13+
742,Jeepers Creepers 2,Tamil,5.6,1 h 44 min,2003,18+
743,Godzilla: King of The Monsters,Hindi,6,2 h 11 min,2019,16+
744,Kapoor & Sons,Hindi,7.7,2 h 17 min,2016,13+
745,Lafangey Parindey,Hindi,5.2,2 h 6 min,2010,13+
746,Deep Six,English,4,1 h 13 min,2018,18+
747,Harry Potter and the Order of the Phoenix,Hindi,7.5,2 h 18 min,2007,13+
748,Battle for Incheon: Operation Chromite,Hindi,6.2,1 h 46 min,2016,18+
749,The Swimmer,English,7.7,1 h 35 min,None,13+
750,Kangalal Kaithu Sei,Tamil,5.5,2 h 25 min,2004,13+
751,Nanhe Jaisalmer,Hindi,None,1 h 52 min,2007,NR
752,Bidhir Bidhan,Bengali,None,2 h 28 min,1991,NR
753,Jayam Manadera,Telugu,6.3,2 h 31 min,2000,NR
754,Runaway Jury,English,7.1,2 h 7 min,2003,13+
755,Mari Wife Mari Kom,Gujarati,None,2 h 23 min,2017,13+
756,O Chinadana,Telugu,6.7,2 h 26 min,2002,NR
757,Agnivarsha,Hindi,None,2 h 9 min,2002,16+
758,Kannal Pesavaa,Tamil,None,2 h 16 min,2000,NR
759,The Odds,English,4.9,1 h 31 min,2011,18+
760,Kavikkuyil,Tamil,5.8,1 h 39 min,1977,NR
761,Don't Say a Word,English,6.3,1 h 53 min,2001,18+
762,Malasree Mamashree,Kannada,None,2 h 22 min,1992,NR
763,Nakshtra Poratam,Telugu,None,2 h 23 min,1993,NR
764,Boys and Girls,Telugu,5.4,1 h 45 min,2007,NR
765,Enduko Emo,Telugu,5.4,2 h 14 min,2018,13+
766,Walls,English,None,10min,2019,13+
767,Back to the Future,Hindi,8.5,1 h 56 min,1985,13+
768,The Smurfs,Hindi,5.4,1 h 42 min,2011,7+
769,Meghe Dhaka Tara,Bengali,None,1 h 58 min,2017,13+
770,Om Ganapathi,Telugu,None,2 h 11 min,2004,NR
771,Motu Patlu King of Kings,Hindi,6.8,1 h 44 min,2019,All
772,Sagar Balaka,Bengali,7.4,1 h 50 min,1984,NR
773,Paap Ko Jalakar Raakh Kar Doonga,Hindi,None,2 h 33 min,1988,NR
774,Bermuda Tentacles ( Hindi ),Hindi,3.5,1 h 29 min,2014,All
775,Transformers Prime Predacons Rising,English,7.5,1 h 1 min,2019,7+
776,Udayon,Malayalam,4.3,2 h 36 min,2005,All
777,Pakeezah,Hindi,7.4,2 h 27 min,1972,All
778,NOTA,Telugu,6.4,2 h 24 min,2018,16+
779,Gulab Jamun,Bengali,None,3min,2020,13+
780,The Expendables 2,Tamil,6.6,1 h 38 min,2012,18+
781,Batla House,Hindi,7.2,2 h 19 min,2019,13+
782,Godzilla (2014),English,6.4,2 h 3 min,2014,13+
783,Aatagallu,Telugu,5.3,2 h 15 min,2018,13+
784,You Don't Mess with the Zohan,English,5.5,1 h 52 min,2008,18+
785,Life Mein Hungama Hai,Hindi,None,1 h 52 min,2013,All
786,Aamad,Hindi,5.9,12min,2017,All
787,A Beautiful Day in the Neighborhood,Tamil,7.3,1 h 48 min,2019,All
788,Aami Je Tomaar,Bengali,None,2 h 17 min,2014,13+
789,Chhoti Si Baat,Hindi,8.3,1 h 55 min,1976,All
790,They Came Together (2014),English,None,1 h 23 min,2014,18+
791,Crash,English,7.7,1 h 48 min,2005,18+
792,Shreelancer,Hindi,7.2,1 h 33 min,2017,13+
793,Rajakota Rahashyam,Telugu,7,2 h 10 min,1971,NR
794,Agent Sai (HIndi),Hindi,None,2 h 13 min,2020,13+
795,Hameshaa,Hindi,5.3,2 h 18 min,1997,13+
796,Balika Badhu,Hindi,7,1 h 56 min,1976,All
797,Jeepers Creepers 2,Telugu,5.6,1 h 44 min,2003,18+
798,Murder in Mississippi,English,7,1 h 22 min,None,NR
799,Jaatishwar,Bengali,8,2 h 27 min,2014,All
800,Petromax,Tamil,5.4,2 h 6 min,2019,13+
801,Mon Churi,Bengali,None,2 h 1 min,2017,13+
802,Aadmi Aur Apsara,Hindi,6.5,2 h 22 min,1991,NR
803,Super Bheem Dream Catcher,Hindi,6.2,1 h 6 min,2017,7+
804,Cheenavala,Malayalam,None,2 h 9 min,1975,NR
805,Pyar Ki Kahani,Hindi,None,2 h 28 min,1971,NR
806,Salon Kitty,English,5.4,2 h 5 min,1976,18+
807,Manu Uncle,Malayalam,7.2,1 h 56 min,1988,NR
808,Dramebaaz Kalakaar,Punjabi,None,1 h 54 mins,2017,13+
809,Shift,English,7.4,28min,2020,13+
810,Pyar Deewana,Hindi,None,2 h 15 min,1972,NR
811,Kuch Pal Pyar Ke,Hindi,4.3,1 h 44 min,2018,NR
812,Lekar Hum Deewana Dil,Hindi,4.9,2 h 13 min,2014,NR
813,China Town,Hindi,7.2,2 h 17 min,None,All
814,Zulam Ki Zanjeer,Hindi,None,2 h 5 min,1989,NR
815,Worlds Apart,English,7,1 h 54 min,2017,16+
816,Naqaab,Hindi,5.3,1 h 58 min,2007,13+
817,Aami Shey O Sakha,Bengali,6.8,2 h 20 min,1975,NR
818,Blindspotting (2018),English,7.4,1 h 35 min,2018,18+
819,Hello! Hum Lallan Bol Rahe Hain,Hindi,6.2,1 h 49 min,2010,All
820,Catch a Falling Star,English,6,1 h 25 min,2000,13+
821,Ayudha Poojai,Tamil,5.8,2 h 17 min,1995,18+
822,Dharma Sere,Kannada,6.9,1 h 59 min,1979,NR
823,Thoongathey Thambi Thoongathey,Tamil,6.4,2 h 17 min,1983,18+
824,Jawaan (Hindi),Hindi,4.7,1 h 44 min,2018,13+
825,Columbus,Telugu,7.2,2 h 7 min,2015,13+
826,All the Light in the Sky,English,6.4,1 h 18 min,2012,NR
827,CHI-RAQ,English,5.7,2 h 6 min,2015,18+
828,Thugs Of Hindostan (Hindi),Hindi,4.1,2 h 44 min,2018,16+
829,Total Siyapaa,Hindi,5,1 h 46 min,2014,13+
830,My Best Friend's Girl,English,5.9,1 h 40 min,2008,13+
831,Ek Aur Zabardust Khiladi,Hindi,6.1,1 h 43 min,2014,13+
832,Family of Cops II: A Breach of Faith,English,5.5,1 h 31 min,1997,13+
833,Nagarangalil Chennu Raparkam,Malayalam,7.1,2 h 35 min,1990,NR
834,Keezh Vaanam Sivakkum,Tamil,None,2 h 18 min,1981,NR
835,Ghare & Baire,Bengali,6.5,1 h 57 min,2018,13+
836,Bharat Ane Nenu,Telugu,7.7,2 h 48 min,2018,13+
837,Aickarakkonathe Bhishaguaranmaar,Malayalam,7.8,2 h 7 min,2018,All
838,Shesh Porjonto,Bengali,None,1 h 58 min,2017,13+
839,The Proposition,English,4.7,1 h 30 min,1997,18+
840,"The Food Race - Pesticides, GMOs and Organic Farming on the test",English,None,52min,2020,13+
841,Jhor,Bengali,None,2h,1982,All
842,Abhagini,Bengali,6.6,2 h 30 min,1991,All
